,Term,Category
1020,Barrets øsofagus,CONDITION
1021,barrieremetoder,PROCEDURE
1022,barselfeber,CONDITION
1023,barselkramper,CONDITION
1024,bartholinitt,CONDITION
1025,bartholinitis,CONDITION
1027,bartonellose,CONDITION
1028,Bartters syndrom,CONDITION
1029,baryakusis,CONDITION
1030,basalcellekarsinom,CONDITION
1031,basalcellekreft,CONDITION
1032,cancer basocellulare,CONDITION
1033,basalgangliene,CONDITION
1034,basalstoffskiftet,SUBSTANCE
1035,base,SUBSTANCE
1036,Basedows sykdom,CONDITION
1038,basillærangiomatose,CONDITION
1039,basis,CONDITION
1040,basocellular kreft,CONDITION
1041,basofilt adenom,CONDITION
1042,Bassinis operasjon,PROCEDURE
1043,battarisme,CONDITION
1044,Battens sykdom,CONDITION
1045,batyanestesi,CONDITION
1050,Bechterews sykdom,CONDITION
1051,Beckers muskeldystrofi,CONDITION
1052,Beckwith-Wiedemanns syndrom,CONDITION
1053,BWS,CONDITION
1056,bedøvelsesmidler,SUBSTANCE
1057,befolkningsstrategi,PROCEDURE
1058,befruktningshindrende midler,SUBSTANCE
1059,behaviorisme,CONDITION
1060,Behçets syndrom,CONDITION
1061,Bekhterevs sykdom,CONDITION
1062,bekkenleddssyndrom,CONDITION
1063,bekkenløsning,SUBSTANCE
1064,beklometason,SUBSTANCE
1065,belastningsprøve,PROCEDURE
1066,belastningssykdommer,CONDITION
1067,Bells fenomen,CONDITION
1068,Bells paralyse,CONDITION
1069,beltelegging,PROCEDURE
1070,benbetennelse,CONDITION
1071,Bence Jones' protein,SUBSTANCE
1072,bendannelse,CONDITION
1073,benhinnebetennelse,CONDITION
1074,benign,CONDITION
1075,benignus,CONDITION
1076,benigne familiære neonatale kramper,CONDITION
1077,benign prostatahyperplasi,CONDITION
1078,benkreft,CONDITION
1080,benmargsinfeksjon,CONDITION
1081,benmargsprøve,PROCEDURE
1082,benmarkører,SUBSTANCE
1083,benmassemåling,PROCEDURE
1084,benmineralmåling,PROCEDURE
1085,bennekrose,SUBSTANCE
1086,bensvulster,CONDITION
1087,benzalkon,SUBSTANCE
1088,benzheksol,SUBSTANCE
1089,benzokain,SUBSTANCE
1090,benzoylperoksid,SUBSTANCE
1091,benzpyrener,SUBSTANCE
1092,benzylbenzoat,SUBSTANCE
1093,benzylpenicillin,SUBSTANCE
1094,beredskap,PROCEDURE
1095,Bergers sykdom,CONDITION
1096,beriberi,CONDITION
1097,beroligende midler,SUBSTANCE
1098,besettelsestilstand,CONDITION
1099,beskjeftigelsesdelir,CONDITION
1100,BEST,PROCEDURE
1101,bestialisme,CONDITION
1102,betablokker,SUBSTANCE
1103,betareseptorblokkerendemiddel,SUBSTANCE
1104,betaglobulin,SUBSTANCE
1105,betahydroksysmørsyre,SUBSTANCE
1106,betalaktamase,SUBSTANCE
1107,betalipoprotein,SUBSTANCE
1108,betametason,SUBSTANCE
1109,betanidin,SUBSTANCE
1110,betastimulatorer,SUBSTANCE
1111,beta-subenhet,SUBSTANCE
1112,beta-2-agonister,SUBSTANCE
1114,betennelse,CONDITION
1115,betennelsesdempende legemidler,SUBSTANCE
1117,Betnovat,SUBSTANCE
1119,bibliometri,PROCEDURE
1121,bicepsruptur,CONDITION
1122,bifonazol,SUBSTANCE
1125,bigemini,CONDITION
1127,bihulebetennelse,CONDITION
1128,bihulekreft,CONDITION
1130,bilirubin,SUBSTANCE
1131,biliverdin,SUBSTANCE
1132,biliær kirrhose,CONDITION
1133,billettklipp,CONDITION
1134,Billroths operasjoner,PROCEDURE
1135,bindevevsmassasje,PROCEDURE
1136,bindevevssvulster,CONDITION
1137,bindevevssykdommer,CONDITION
1138,Binet-prøve,PROCEDURE
1139,Binswangers sykdom,CONDITION
1140,binyreapopleksi,CONDITION
1141,binyrebarkinsuffisiens,CONDITION
1142,binyrekreft,CONDITION
1143,cancer glandulae suprarenalis,CONDITION
1144,bioassay,PROCEDURE
1145,biocid,SUBSTANCE
1147,biofeedback,PROCEDURE
1148,biogene aminer,SUBSTANCE
1150,biokjemi,CONDITION
1153,biologisk behandling,PROCEDURE
1155,biologiske symptomer,CONDITION
1156,biologisk legemiddel,SUBSTANCE
1159,biopsi,PROCEDURE
1160,biosikkerhet,PROCEDURE
1161,biosimilar,SUBSTANCE
1163,biotilsvarende legemiddel,SUBSTANCE
1165,bipolar lidelse,CONDITION
1166,bipolar type I,CONDITION
1167,bipolar type II,CONDITION
1168,bipolar type III,CONDITION
1169,birdfancier's disease,CONDITION
1170,BIS,SUBSTANCE
1171,bisakodyl,SUBSTANCE
1172,bisfosfonater,SUBSTANCE
1173,bispektral indeks,SUBSTANCE
1174,bitestikkelbetennelse,CONDITION
1175,bitt,CONDITION
1176,bittervann,SUBSTANCE
1179,bittskinne,SUBSTANCE
1181,B-J-protein,SUBSTANCE
1182,Bjørnstads syndrom,CONDITION
1183,bladan,SUBSTANCE
1184,blandet personlighetsforstyrrelse,CONDITION
1185,blandingsinfeksjon,CONDITION
1186,blandingssvulst,CONDITION
1187,blast injury,CONDITION
1188,blastocele,CONDITION
1189,blastom,CONDITION
1190,blastomykose,CONDITION
1191,-mycosis,CONDITION
1192,blefaritt,CONDITION
1193,blepharitis,CONDITION
1194,blefaroptosis,CONDITION
1195,blefarospasme,CONDITION
1196,bleiedermatitt,CONDITION
1197,blemme,CONDITION
1198,blindtarmbetennelse,CONDITION
1199,blindtarmsvedhenget,CONDITION
1200,blodfett,SUBSTANCE
1201,blodforgiftning,CONDITION
1202,blodfortynnende middel,SUBSTANCE
1203,blodgassbestemmelse,PROCEDURE
1205,blodkreft,CONDITION
1206,blodlapp,PROCEDURE
1207,blood patch,PROCEDURE
1208,blodlevringssykdommer,CONDITION
1209,blodlipider,SUBSTANCE
1210,blodmangel,CONDITION
1212,blodplatehemmere,SUBSTANCE
1213,blodprotein,SUBSTANCE
1214,blodprøve,PROCEDURE
1215,blodserum,SUBSTANCE
1216,blodstillende middel,SUBSTANCE
1217,blodstyrtning,CONDITION
1218,blodsykdommer,CONDITION
1219,blodtrykkssenkende midler,SUBSTANCE
1220,blokking,PROCEDURE
1222,blyforgiftning,CONDITION
1223,blykoloritt,CONDITION
1224,blysøm,CONDITION
1225,blære,CONDITION
1226,cystis,CONDITION
1227,blæreatoni,CONDITION
1228,blærebetennelse,CONDITION
1229,blæreekstrofi,CONDITION
1230,blærehalssklerose,CONDITION
1231,blærekreft,CONDITION
1232,cancer vesicae urinaria,CONDITION
1233,blæreparese,CONDITION
1234,blærepunksjon,PROCEDURE
1236,blødersykdom,CONDITION
1237,blødningsanemi,CONDITION
1238,blødningstendens,CONDITION
1239,bløtdelssvulster,CONDITION
1241,blåmerkesyndrom,CONDITION
1242,blåskjellforgiftning,CONDITION
1243,blåsyreforgiftning,CONDITION
1246,BOEL-prøve,PROCEDURE
1247,Boerhaaves syndrom,CONDITION
1248,Bohr-effekt,CONDITION
1249,bolefedme,CONDITION
1251,bolus,SUBSTANCE
1252,plur. boli,SUBSTANCE
1253,bombekalorimetri,PROCEDURE
1254,Bordetella pertussis,SUBSTANCE
1255,borreliose,CONDITION
1256,bortfallsblødning,CONDITION
1257,bortfallssymptom,CONDITION
1258,Botox,SUBSTANCE
1259,botulisme,CONDITION
1260,botulismus,CONDITION
1261,Bouchards knuter,CONDITION
1262,bovin spongiform encefalopati,CONDITION
1263,Bowens sykdom,CONDITION
1264,B-preparat,SUBSTANCE
1266,brachialgi,CONDITION
1267,bradykinin,SUBSTANCE
1268,brady-taky-syndrom,CONDITION
1269,brakialgi,CONDITION
1270,brachialgia,CONDITION
1271,brakyterapi,PROCEDURE
1272,brankialcyste,CONDITION
1273,brannskade,CONDITION
1274,bredspektret antibiotikum,SUBSTANCE
1275,bredspektret penicillin,SUBSTANCE
1277,brekkmiddel,SUBSTANCE
1278,Brenners tumor,CONDITION
1279,Brexidol,SUBSTANCE
1280,Bricanyl,SUBSTANCE
1281,Brights sykdom,CONDITION
1282,Briquets syndrom,CONDITION
1283,brisement forcé,SUBSTANCE
1284,brokk,CONDITION
1285,brokksekk,CONDITION
1286,bromerte flammehemmere,SUBSTANCE
1287,bromhexin,SUBSTANCE
1288,bromokriptin,SUBSTANCE
1290,bronkialblokker,SUBSTANCE
1291,bronkialkreft,CONDITION
1292,bronkiektasi,CONDITION
1293,bronchiectasia,CONDITION
1294,bronkiolitt,CONDITION
1295,bronkitt,CONDITION
1296,bronchitis,CONDITION
1297,bronkodilatator,SUBSTANCE
1298,bronkografi,PROCEDURE
1300,bronkoplevral fistel,SUBSTANCE
1301,bronkopneumoni,CONDITION
1302,bronchopneumonia,CONDITION
1303,bronkopulmonal dysplasi,CONDITION
1304,bronkoskopi,PROCEDURE
1305,bronkospasme,CONDITION
1306,bronkostenose,CONDITION
1307,bronsesykdom,CONDITION
1308,brosymptom,CONDITION
1309,Brown-Séquards lammelse,CONDITION
1310,brucellose,CONDITION
1311,brucellosis,CONDITION
1312,Brufen,SUBSTANCE
1313,bruksisme,CONDITION
1314,Bruns-Garlands syndrom,CONDITION
1315,brusksvulst,CONDITION
1316,chondrom,CONDITION
1317,Brutons sykdom,CONDITION
1318,brystbetennelse,CONDITION
1319,brystbyll,CONDITION
1320,brysthinnebetennelse,CONDITION
1321,brysthinnekreft,CONDITION
1322,brystkjertelbetennelse,CONDITION
1323,brystkrampe,CONDITION
1324,brystkreft,CONDITION
1325,cancer mammae,CONDITION
1327,brystplastikk,PROCEDURE
1328,brystpumpe,SUBSTANCE
1329,brystrekonstruksjon,PROCEDURE
1330,brystsvulst,CONDITION
1332,Budd-Chiaris syndrom,CONDITION
1333,budesonid,SUBSTANCE
1335,Buergers sykdom,CONDITION
1336,buffalo hump,CONDITION
1337,bukfedme,CONDITION
1338,bukhinnebetennelse,CONDITION
1339,bukhinnekreft,CONDITION
1341,bukplastikk,PROCEDURE
1344,bukspyttkjertelbetennelse,CONDITION
1345,bukspyttkjertelkreft,CONDITION
1346,cancer pancreatis,CONDITION
1347,bulbærparalyse,CONDITION
1348,paralysis bulbaris,CONDITION
1349,bulimi,CONDITION
1350,bulimia,CONDITION
1351,bulkmiddel,SUBSTANCE
1352,bulløse sykdommer,CONDITION
1353,bulløs pemfigoid,CONDITION
1354,bulmeurt,SUBSTANCE
1355,Hyoscyamus niger,SUBSTANCE
1356,bumetanid,SUBSTANCE
1357,bunion,CONDITION
1358,Bunnells prøve,PROCEDURE
1359,bupivakain,SUBSTANCE
1360,buprenorfin,SUBSTANCE
1361,bupropion,SUBSTANCE
1363,Burinex,SUBSTANCE
1364,Burkitts lymfom,CONDITION
1365,burn out-syndrome,CONDITION
1366,Burows løsning,SUBSTANCE
1368,bursitt,CONDITION
1369,bursitis,CONDITION
1370,burulisår,CONDITION
1371,buserelin,SUBSTANCE
1372,butylskopolamin,SUBSTANCE
1373,Bylers syndrom,CONDITION
1374,byll,CONDITION
1375,bypass,SUBSTANCE
1376,bypass-operasjon,PROCEDURE
1377,bærplukkersyke,CONDITION
1379,båndkeratitt,CONDITION
1380,båndskade,CONDITION
1381,Baastrups sykdom,CONDITION
1384,CA 125,SUBSTANCE
1385,Caffeys syndrom,CONDITION
1386,caissonsykdom,CONDITION
1387,caliektasi,CONDITION
1388,calmodulin,SUBSTANCE
1389,calprotecin,SUBSTANCE
1390,Calvé-Legg-Perthes’ sykdom,CONDITION
1391,campotomi,PROCEDURE
1392,Campylobacter,SUBSTANCE
1393,campylobakterinfeksjon,CONDITION
1397,canalis carpi-syndrom,CONDITION
1412,cancer,CONDITION
1413,cancer abdominis,CONDITION
1414,cancer asbolicum,CONDITION
1415,cancer cervicis uteri,CONDITION
1416,cancer coli,CONDITION
1417,cancer colloides,CONDITION
1418,cancer cutis,CONDITION
1419,cancer genitalium,CONDITION
1420,cancer glottis,CONDITION
1421,cancer hepatis,CONDITION
1422,cancer in situ,CONDITION
1423,cancer intestini,CONDITION
1424,cancer labii,CONDITION
1425,cancer laryngis,CONDITION
1426,cancer linguae,CONDITION
1427,cancer oesophagi,CONDITION
1428,cancerostatikum,SUBSTANCE
1429,cancer ovarii,CONDITION
1430,cancer pharyngis,CONDITION
1431,cancer prostatae,CONDITION
1432,cancerprøve,PROCEDURE
1433,cancer pulmonis,CONDITION
1434,cancer recti,CONDITION
1435,cancer renis,CONDITION
1436,cancer testis,CONDITION
1437,cancer thyroidea,CONDITION
1438,cancer uteri,CONDITION
1439,cancer ventriculi,CONDITION
1440,cancer vesicae,CONDITION
1441,cancer via urinaria,CONDITION
1442,candidiasis,CONDITION
1443,Canesten,SUBSTANCE
1444,cannabis,SUBSTANCE
1445,Capgras' syndrom,CONDITION
1446,Caplans syndrom,CONDITION
1447,capsicumpreparater,SUBSTANCE
1448,capsula,SUBSTANCE
1449,capsulektomi,PROCEDURE
1450,capsulitt,CONDITION
1451,caput succedaneum,CONDITION
1452,carbatropin,SUBSTANCE
1453,carcinoid,CONDITION
1454,carcinoide svulster,CONDITION
1455,carcinoid syndrom,CONDITION
1456,carcinoma in situ,CONDITION
1457,cardiacum,SUBSTANCE
1458,cardialgia,CONDITION
1459,Carduran,SUBSTANCE
1460,carnosin,SUBSTANCE
1461,carotid body tumor,CONDITION
1462,carotisangiografi,PROCEDURE
1463,carpaltunnel-syndrom,CONDITION
1464,carpopedalspasme,CONDITION
1465,caruncula sublingualis,CONDITION
1466,case control-studie,PROCEDURE
1469,Castellanis fargeblanding,SUBSTANCE
1470,Castlemans sykdom,CONDITION
1471,angiofollikulærlymfoid hyperplasi,CONDITION
1474,cat-scratch disease,CONDITION
1475,cauda equina-syndromet,CONDITION
1476,cavografi,PROCEDURE
1479,CBF,CONDITION
1484,cefalalgi,CONDITION
1485,cephalalgia,CONDITION
1486,cefalocele,CONDITION
1487,Celebra,SUBSTANCE
1488,celekoksib,SUBSTANCE
1489,cellebehandling,PROCEDURE
1491,celleforbindelser,SUBSTANCE
1492,cellegift,SUBSTANCE
1493,celleprøve,PROCEDURE
1495,celleterapi,PROCEDURE
1496,celleøyer,CONDITION
1499,cellulitt,CONDITION
1500,cellulose,SUBSTANCE
1501,Centyl,SUBSTANCE
1502,cephalalgi,CONDITION
1503,kefalalagi,CONDITION
1504,cephotest,PROCEDURE
1505,cerebralangiografi,PROCEDURE
1506,cerebral parese,CONDITION
1507,cerebrohepatorenalt syndrom,CONDITION
1508,cerebrosider,SUBSTANCE
1509,cerebrovaskulær skade,CONDITION
1510,ceruloplasmin,SUBSTANCE
1511,ceruminom,CONDITION
1512,cervicitt,CONDITION
1513,cervicitis,CONDITION
1514,cervikalangiografi,PROCEDURE
1515,cervikal dystoni,CONDITION
1516,cervikobrakialgi,CONDITION
1517,cervixcancer,CONDITION
1518,cervixcytologi,PROCEDURE
1519,cestodiose,CONDITION
1520,cetirizin,SUBSTANCE
1521,cetylpyridin,CONDITION
1523,chronic fatigue syndrome,CONDITION
1524,Chagas' sykdom,CONDITION
1525,chalazion,CONDITION
1526,chaloner,SUBSTANCE
1527,chaperoner,SUBSTANCE
1528,Charcot-Marie-Tooths sykdom,CONDITION
1530,CHARGE-syndrom,CONDITION
1531,cheilitt,CONDITION
1532,cheilognatopalatoskisis,CONDITION
1533,cheilognathopalatoschisis,CONDITION
1534,cheiloplastikk,PROCEDURE
1535,cheiloskisis,CONDITION
1536,cheiloschisis,CONDITION
1537,cheirospasme,CONDITION
1538,Chiaris malformasjoner,CONDITION
1539,chiasmasyndrom,CONDITION
1540,chi gong,PROCEDURE
1541,qi gong,PROCEDURE
1542,chikungunyafeber,CONDITION
1546,cholangiocarcinom,CONDITION
1547,kolangiokarsinom,CONDITION
1548,cholecystitis,CONDITION
1549,cholecystolithiasis,CONDITION
1550,choledochotomia,PROCEDURE
1551,cholelithiasis,CONDITION
1552,cholestasis,CONDITION
1554,chorditt,CONDITION
1555,chordocentese,PROCEDURE
1556,chordom,CONDITION
1557,chorioiditt,CONDITION
1558,choriokarsinom,CONDITION
1559,choriocarcinoma,CONDITION
1560,chorionbiopsi,PROCEDURE
1561,chorioretinitt,CONDITION
1562,Christian-Webers sykdom,CONDITION
1563,Christmas' sykdom,CONDITION
1564,chrysoterapi,PROCEDURE
1565,Churg-Strauss syndrom,CONDITION
1566,Chvosteks tegn,CONDITION
1567,chylektasi,CONDITION
1568,chyloperitoneum,CONDITION
1569,chyluri,SUBSTANCE
1570,chymotrypsin,SUBSTANCE
1571,cicatrektomi,PROCEDURE
1572,cicutaforgiftning,CONDITION
1573,ciklosporin,SUBSTANCE
1575,cimetidin,SUBSTANCE
1576,cineradiografi,PROCEDURE
1577,Cipralex,SUBSTANCE
1578,Cipramil,SUBSTANCE
1579,Ciproxin,SUBSTANCE
1580,cirrhosis,CONDITION
1581,cirrus,CONDITION
1582,cirsektomi,PROCEDURE
1583,cisaprid,SUBSTANCE
1584,Cisordinol,SUBSTANCE
1585,cisplatin,SUBSTANCE
1586,cisterna magna,CONDITION
1587,citalopram,SUBSTANCE
1589,Clarityn,SUBSTANCE
1590,claudicatio intermittens,CONDITION
1591,clavus,CONDITION
1592,clinomani,CONDITION
1593,clomifen,SUBSTANCE
1596,Clozapine,SUBSTANCE
1597,clusteranalyse,PROCEDURE
1599,Coaprovel,SUBSTANCE
1600,coccygodyni,CONDITION
1601,coccyx,CONDITION
1602,os coccygis,CONDITION
1603,cochleitt,CONDITION
1604,coecostomi,PROCEDURE
1605,coekostomi,PROCEDURE
1606,coeloma,CONDITION
1607,Cogans syndrom,CONDITION
1608,coin lesion,CONDITION
1609,colchicin,SUBSTANCE
1610,COLD,CONDITION
1611,colectomia,PROCEDURE
1612,colestipol,SUBSTANCE
1613,colica menstrualis,CONDITION
1614,colistin,SUBSTANCE
1615,colitis ulcerosa,CONDITION
1616,colliculus inferior,CONDITION
1618,collyria,SUBSTANCE
1619,colon irritabile,CONDITION
1620,irritabel kolon,CONDITION
1621,coloproctektomi,PROCEDURE
1622,colostomi,PROCEDURE
1623,coma,CONDITION
1624,combat fatigue,CONDITION
1625,combustio,CONDITION
1626,communicans,SUBSTANCE
1628,compartment syndrome,CONDITION
1630,compositum,SUBSTANCE
1631,compressed morbidity,CONDITION
1632,computertomografi,PROCEDURE
1633,Concerta,SUBSTANCE
1635,congelatio,CONDITION
1636,conicotomi,PROCEDURE
1637,connective tissue diseases,CONDITION
1638,Conns sykdom,CONDITION
1639,conservans,SUBSTANCE
1640,controlled-release drug delivery,PROCEDURE
1641,conus,CONDITION
1642,converting enzyme,SUBSTANCE
1644,Coombs' test,SUBSTANCE
1645,COPD,CONDITION
1646,cophokirurgi,PROCEDURE
1648,Coris sykdom,CONDITION
1649,Cornelia de Langes syndrom,CONDITION
1653,corpuscancer,CONDITION
1654,corpus striatum,CONDITION
1655,cor triatrium,CONDITION
1656,Corynebacterium,SUBSTANCE
1657,Corynebacterium diphteriae,SUBSTANCE
1658,Costas syndrom,CONDITION
1659,cost-benefit analysis,CONDITION
1660,Costens syndrom,CONDITION
1661,Cosylan,SUBSTANCE
1662,cover test,PROCEDURE
1663,Cowdens syndrom,CONDITION
1664,cowperitt,CONDITION
1665,cowperitis,CONDITION
1666,coxalgia,CONDITION
1667,coxa plana,CONDITION
1668,coxa valga,CONDITION
1669,COX-hemmere,SUBSTANCE
1670,coxiber,SUBSTANCE
1671,coxitt,CONDITION
1673,COX-2–selektive hemmere,SUBSTANCE
1674,Cozaar,SUBSTANCE
1677,C-reaktivt protein,SUBSTANCE
1678,CREST-syndrom,CONDITION
1679,Creutzfeldt-Jakobs sykdom,CONDITION
1680,cri du chat-syndrom,CONDITION
1681,CRISPR,PROCEDURE
1682,crista ampullaris,CONDITION
1683,Crohns sykdom,CONDITION
1684,cross-over-teknikk,PROCEDURE
1685,Crouzons syndrom,CONDITION
1686,dysostosis craniofascialishereditaria,CONDITION
1687,CRP,PROCEDURE
1688,crush-syndrom,CONDITION
1689,cryalgesi,CONDITION
1691,CT-angiografi,PROCEDURE
1692,CT-biopsi,PROCEDURE
1693,cubomani,CONDITION
1694,cunnilingus,PROCEDURE
1695,kurare,SUBSTANCE
1697,Currarinos syndrom,CONDITION
1699,Cushings sykdom,CONDITION
1700,Cushings syndrom,CONDITION
1702,cutis laxa,CONDITION
1703,CVVHDF,PROCEDURE
1706,cyanosis,CONDITION
1707,cyklamat,SUBSTANCE
1708,cyklitt,CONDITION
1709,cyklizin,SUBSTANCE
1710,cyklofosfamid,SUBSTANCE
1711,Cyklokapron,SUBSTANCE
1712,cyklosporidiose,CONDITION
1713,cyproheptadin,SUBSTANCE
1714,cyproteron,SUBSTANCE
1715,cystadenom,CONDITION
1716,-adenoma,CONDITION
1717,cyste,CONDITION
1718,cystein,SUBSTANCE
1719,cystektomi,PROCEDURE
1720,cystelever,CONDITION
1721,cystenyre,CONDITION
1722,cysticerkose,CONDITION
1724,cystin,SUBSTANCE
1725,cystinose,CONDITION
1726,cystinuri,CONDITION
1727,cystisk,CONDITION
1728,cysticus,CONDITION
1729,cystis pilonidalis,CONDITION
1730,cystitis cystica,CONDITION
1731,cystitt,CONDITION
1732,cystitis,CONDITION
1733,cystocele,CONDITION
1734,cystografi,PROCEDURE
1735,cystokarsinom,CONDITION
1736,-carcinoma,CONDITION
1737,cystolit(h)iasis,CONDITION
1738,cystom,CONDITION
1739,cystoma,CONDITION
1740,cystometri,PROCEDURE
1741,cystopyelitt,CONDITION
1742,-pyelitis,CONDITION
1743,cystoskopi,PROCEDURE
1744,cystoskopering,PROCEDURE
1745,cystostomi,PROCEDURE
1746,cystotomi,PROCEDURE
1747,-tomia,PROCEDURE
1748,cystourethrografi,PROCEDURE
1749,cytarabin,SUBSTANCE
1750,cytisin,SUBSTANCE
1751,cytoalbuminologisk dissosiasjon,CONDITION
1752,cytokromer,SUBSTANCE
1754,cytologisk diagnostikk,PROCEDURE
1755,cytologisk prøve,PROCEDURE
1756,cytolysis,CONDITION
1758,cytopeni,CONDITION
1759,cøliaki,CONDITION
1760,coeliacia,CONDITION
1763,dabigatran,SUBSTANCE
1764,dacarbazin,SUBSTANCE
1765,Da Costa-syndromet,CONDITION
1766,dactinomycin,SUBSTANCE
1767,dagkirurgi,PROCEDURE
1768,dakron,SUBSTANCE
1769,dakryoadenitt,CONDITION
1770,dacryoadenitis,CONDITION
1771,dakryocystitt,CONDITION
1772,dacryocystitis,CONDITION
1773,dakryocystocele,CONDITION
1774,dakryodokitt,CONDITION
1775,dakryogog,SUBSTANCE
1777,Daktacort,SUBSTANCE
1778,Daktar,SUBSTANCE
1779,daktylitt,CONDITION
1781,daktyloskopi,PROCEDURE
1782,Dalacin,SUBSTANCE
1783,daltonisme,CONDITION
1784,Danbolts sykdom,CONDITION
1785,dandyfeber,CONDITION
1786,Daniels' biopsi,PROCEDURE
1788,Dariers sykdom,CONDITION
1789,keratosis follicularis,CONDITION
1790,darwinisme,CONDITION
1793,datasyke,CONDITION
1794,dattersvulst,CONDITION
1795,daunorubicin,SUBSTANCE
1799,DDAVP,CONDITION
1800,DDT,SUBSTANCE
1801,debridement,PROCEDURE
1803,debutere,CONDITION
1804,dedolasjoner,CONDITION
1805,defekografi,PROCEDURE
1806,defekt,CONDITION
1807,defeminisering,CONDITION
1808,deferentitt,CONDITION
1810,defibrinering,SUBSTANCE
1811,deficienta,CONDITION
1812,deficit,CONDITION
1814,degeneratio hepatico-lenticularis,CONDITION
1815,degenerative leddsykdommer,CONDITION
1816,deglovingskade,CONDITION
1817,dehaustrert,CONDITION
1818,dehydrering,CONDITION
1819,dehydrogenaser,SUBSTANCE
1821,déjà vu,CONDITION
1822,dekapsulering,PROCEDURE
1823,dekarboksylasehemmer,SUBSTANCE
1824,deklive ødemer,CONDITION
1825,dekomposisjon,SUBSTANCE
1826,dekontaminasjon,PROCEDURE
1827,dekortikasjon,PROCEDURE
1828,deksklorfeniramin,SUBSTANCE
1829,dekstran,SUBSTANCE
1830,dekstrokardi,CONDITION
1831,delesjon,CONDITION
1832,delhudstransplantasjon,PROCEDURE
1833,delirium,CONDITION
1834,Delormes operasjon,PROCEDURE
1839,demens,CONDITION
1840,dementia,CONDITION
1841,demineralisering,CONDITION
1842,avkalking,CONDITION
1843,demografi,PROCEDURE
1844,demringstilstand,CONDITION
1845,demyelinisering,CONDITION
1846,denaturering,CONDITION
1848,denguefeber,CONDITION
1849,densitometri,PROCEDURE
1850,dentale materialer,SUBSTANCE
1851,dentalgi,CONDITION
1852,dentalgia,CONDITION
1853,dentikkel,CONDITION
1854,dentinogenesis imperfecta,CONDITION
1855,dentoalveolær kirurgi,PROCEDURE
1856,dentogen sinusitt,CONDITION
1857,deodorant,SUBSTANCE
1858,deoksygenering,PROCEDURE
1859,depersonalisasjon,CONDITION
1860,depigmentering,CONDITION
1861,deplesjon,CONDITION
1862,depotbehandling,PROCEDURE
1863,depotpreparater,SUBSTANCE
1864,depottablett,SUBSTANCE
1865,depresjon,CONDITION
1866,depressio,CONDITION
1867,depressio mentis,CONDITION
1868,deprivasjon,CONDITION
1869,deprivatio,CONDITION
1870,deprivasjonssymptomer,CONDITION
1871,de Quervains tyreoiditt,CONDITION
1872,derealisasjonsfenomen,CONDITION
1873,derivat,SUBSTANCE
1874,deriverende middel,SUBSTANCE
1875,derivans,SUBSTANCE
1877,dermatitis artefacta,CONDITION
1878,dermatitis herpetiformis,CONDITION
1879,dermatitt,CONDITION
1880,dermatitis,CONDITION
1882,dermatofibrom,CONDITION
1883,dermatofytose,CONDITION
1884,-phytosis,CONDITION
1885,dermatokirurgi,CONDITION
1886,dermatokonjunktivitt,CONDITION
1887,-conjunctivitis,CONDITION
1889,dermatolyse,SUBSTANCE
1891,dermatomyositt,CONDITION
1892,-myositis,CONDITION
1893,dermatose,CONDITION
